,experience_level,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2099,SE,data engineer,105000,USD,105000,US,onsite,US,M
2100,SE,data engineer,70000,USD,70000,US,onsite,US,M
2101,SE,data scientist,130000,USD,130000,US,onsite,US,M
2102,SE,data scientist,95000,USD,95000,US,onsite,US,M
2103,SE,data scientist,203500,USD,203500,US,onsite,US,M
2104,SE,data scientist,152000,USD,152000,US,onsite,US,M
2105,SE,data engineer,197430,USD,197430,US,remote,US,M
2106,SE,data engineer,134760,USD,134760,US,remote,US,M
2107,MI,data scientist,120000,USD,120000,US,remote,US,M
2108,SE,data engineer,197000,USD,197000,US,onsite,US,M
2109,SE,data engineer,99000,USD,99000,US,onsite,US,M
2110,SE,data engineer,220000,USD,220000,US,remote,US,M
2111,SE,data engineer,162000,USD,162000,US,remote,US,M
2112,MI,data engineer,105120,EUR,110446,LT,onsite,LT,M
2113,MI,data engineer,75360,EUR,79178,LT,onsite,LT,M
2118,MI,business data analyst,95000,USD,95000,US,onsite,US,M
2119,SE,data analyst,115000,USD,115000,US,remote,US,S
2120,SE,data analyst,171000,USD,171000,US,remote,AU,L
2122,SE,data engineer,100000,USD,100000,US,onsite,US,M
2123,SE,data engineer,78000,USD,78000,US,onsite,US,M
2124,SE,data engineer,120000,USD,120000,US,onsite,US,M
2125,SE,data engineer,95000,USD,95000,US,onsite,US,M
2129,SE,data scientist,185900,USD,185900,US,onsite,US,M
2130,SE,data scientist,129300,USD,129300,US,onsite,US,M
2131,MI,data analyst,150000,USD,150000,US,onsite,US,M
2132,MI,data analyst,100000,USD,100000,US,onsite,US,M
2133,SE,data engineer,230000,USD,230000,US,remote,US,M
2134,SE,data engineer,154600,USD,154600,US,remote,US,M
2137,MI,data engineer,160000,USD,160000,US,remote,US,M
2138,MI,data engineer,75000,USD,75000,US,remote,US,M
2139,SE,data scientist,45000,EUR,47280,ES,onsite,ES,M
2140,SE,data scientist,36000,EUR,37824,ES,onsite,ES,M
2141,SE,data engineer,213000,USD,213000,US,onsite,US,M
2142,SE,data engineer,152000,USD,152000,US,onsite,US,M
2143,SE,data scientist,140000,USD,140000,US,remote,US,M
2144,SE,data scientist,120000,USD,120000,US,remote,US,M
2145,SE,data scientist,110000,USD,110000,US,onsite,US,M
2146,SE,data scientist,70000,USD,70000,US,onsite,US,M
2150,MI,data scientist,61000,EUR,64090,DE,onsite,DE,M
2151,MI,data scientist,58000,EUR,60938,DE,onsite,DE,M
2154,SE,data engineer,175000,USD,175000,US,onsite,US,M
2155,SE,data engineer,150000,USD,150000,US,onsite,US,M
2156,MI,data scientist,130000,USD,130000,US,remote,US,M
2157,MI,data scientist,90000,USD,90000,US,remote,US,M
2158,MI,data analyst,165000,USD,165000,US,onsite,US,M
2159,MI,data analyst,124000,USD,124000,US,onsite,US,M
2160,SE,data engineer,178000,USD,178000,CA,onsite,CA,M
2161,SE,data engineer,132000,USD,132000,CA,onsite,CA,M
2162,SE,data engineer,300000,USD,300000,US,onsite,US,M
2163,SE,data engineer,130000,USD,130000,US,onsite,US,M
2164,SE,data analyst,169000,USD,169000,US,onsite,US,M
2165,SE,data analyst,110600,USD,110600,US,onsite,US,M
2166,SE,data analyst,116000,USD,116000,US,remote,US,M
2167,SE,data analyst,96000,USD,96000,US,remote,US,M
2168,SE,data analyst,75000,GBP,92350,GB,onsite,GB,M
2169,SE,data analyst,57000,GBP,70186,GB,onsite,GB,M
2170,SE,data analyst,105000,USD,105000,US,onsite,US,M
2171,SE,data analyst,70000,USD,70000,US,onsite,US,M
2173,SE,data engineer,194000,USD,194000,US,remote,US,M
2174,SE,data engineer,129400,USD,129400,US,remote,US,M
2177,SE,data analyst,100000,USD,100000,US,onsite,US,M
2178,SE,data analyst,70000,USD,70000,US,onsite,US,M
2181,SE,data analyst,130000,USD,130000,US,onsite,US,M
2182,SE,data analyst,100000,USD,100000,US,onsite,US,M
2183,MI,data analyst,160000,USD,160000,US,onsite,US,M
2184,MI,data analyst,109000,USD,109000,US,onsite,US,M
2187,MI,data analyst,206000,USD,206000,US,onsite,US,M
2188,MI,data analyst,160000,USD,160000,US,onsite,US,M
2189,SE,data engineer,135000,USD,135000,US,onsite,US,M
2190,SE,data engineer,120000,USD,120000,US,onsite,US,M
2193,EN,data engineer,160000,USD,160000,US,onsite,US,M
2194,EN,data engineer,135000,USD,135000,US,onsite,US,M
2195,MI,data analyst,150000,USD,150000,US,onsite,US,M
2196,MI,data analyst,100000,USD,100000,US,onsite,US,M
2197,MI,data engineer,120000,USD,120000,US,onsite,US,M
2198,MI,data engineer,95000,USD,95000,US,onsite,US,M
2199,SE,data engineer,65000,EUR,68293,ES,onsite,ES,M
2200,SE,data engineer,40000,EUR,42026,ES,onsite,ES,M
2201,SE,data engineer,191200,USD,191200,US,onsite,US,M
2202,SE,data engineer,130000,USD,130000,US,onsite,US,M
2203,SE,data engineer,191200,USD,191200,US,onsite,US,M
2204,SE,data engineer,130000,USD,130000,US,onsite,US,M
2207,SE,data engineer,230000,USD,230000,US,onsite,US,L
2208,SE,data engineer,154600,USD,154600,US,onsite,US,L
2209,SE,data engineer,120000,USD,120000,US,onsite,US,M
2210,SE,data engineer,95000,USD,95000,US,onsite,US,M
2211,SE,data scientist,140000,USD,140000,US,onsite,US,M
2212,SE,data scientist,120000,USD,120000,US,onsite,US,M
2213,SE,data analyst,169000,USD,169000,US,onsite,US,M
2214,SE,data analyst,110600,USD,110600,US,onsite,US,M
2215,MI,data analyst,80000,USD,80000,US,remote,US,L
2216,SE,data engineer,185900,USD,185900,US,onsite,US,M
2217,SE,data engineer,129300,USD,129300,US,onsite,US,M
2222,SE,data engineer,205000,USD,205000,US,remote,US,M
2223,SE,data engineer,150000,USD,150000,US,remote,US,M
2224,SE,data engineer,179500,USD,179500,US,onsite,US,M
2225,SE,data engineer,134000,USD,134000,US,onsite,US,M
2226,MI,data scientist,180000,USD,180000,US,onsite,US,M
2227,MI,data scientist,120000,USD,120000,US,onsite,US,M
2228,SE,data scientist,185900,USD,185900,US,onsite,US,M
2229,SE,data scientist,129300,USD,129300,US,onsite,US,M
2230,SE,data scientist,175000,USD,175000,US,remote,US,M
2231,SE,data scientist,145000,USD,145000,US,remote,US,M
2235,MI,data engineer,160000,USD,160000,US,remote,US,M
2236,MI,data engineer,90000,USD,90000,US,remote,US,M
2237,SE,data engineer,65000,EUR,68293,ES,onsite,ES,M
2238,SE,data engineer,35000,EUR,36773,ES,onsite,ES,M
2239,SE,data engineer,145000,USD,145000,US,onsite,US,M
2240,SE,data engineer,115000,USD,115000,US,onsite,US,M
2243,SE,data engineer,168400,USD,168400,US,onsite,US,M
2244,SE,data engineer,105200,USD,105200,US,onsite,US,M
2247,SE,data engineer,200000,USD,200000,US,onsite,US,M
2248,SE,data engineer,160000,USD,160000,US,onsite,US,M
2249,SE,data scientist,45000,EUR,47280,ES,onsite,ES,M
2250,SE,data scientist,36000,EUR,37824,ES,onsite,ES,M
2251,SE,data scientist,198800,USD,198800,US,onsite,US,M
2252,SE,data scientist,122600,USD,122600,US,onsite,US,M
2254,MI,bi data analyst,100000,EUR,105066,FR,hybrid,FR,M
2255,SE,data analyst,130000,USD,130000,US,onsite,US,M
2256,SE,data analyst,100000,USD,100000,US,onsite,US,M
2259,SE,data engineer,125000,USD,125000,US,remote,US,M
2260,SE,data engineer,110000,USD,110000,US,remote,US,M
2261,MI,data analyst,165000,USD,165000,US,onsite,US,M
2262,MI,data analyst,124000,USD,124000,US,onsite,US,M
2263,SE,data scientist,148000,USD,148000,US,remote,US,M
2264,SE,data scientist,107000,USD,107000,US,remote,US,M
2265,MI,data analyst,150000,USD,150000,US,onsite,US,M
2266,MI,data analyst,100000,USD,100000,US,onsite,US,M
2267,EN,data engineer,160000,USD,160000,US,onsite,US,M
2268,EN,data engineer,135000,USD,135000,US,onsite,US,M
2269,MI,data engineer,120000,USD,120000,US,onsite,US,M
2270,MI,data engineer,95000,USD,95000,US,onsite,US,M
2271,SE,data engineer,153600,USD,153600,US,onsite,US,M
2272,SE,data engineer,106800,USD,106800,US,onsite,US,M
2273,MI,data analyst,100000,USD,100000,CA,onsite,CA,M
2274,MI,data analyst,65000,USD,65000,CA,onsite,CA,M
2275,MI,data engineer,120000,USD,120000,US,onsite,US,M
2276,MI,data engineer,95000,USD,95000,US,onsite,US,M
2277,SE,data engineer,60000,EUR,63040,PT,onsite,PT,M
2278,SE,data engineer,35000,EUR,36773,PT,onsite,PT,M
2279,EX,data engineer,310000,USD,310000,US,remote,US,M
2280,EX,data engineer,239000,USD,239000,US,remote,US,M
2283,SE,data scientist,168000,USD,168000,US,remote,US,M
2284,SE,data scientist,130000,USD,130000,US,remote,US,M
2285,SE,data scientist,136000,USD,136000,US,remote,US,M
2286,SE,data scientist,104000,USD,104000,US,remote,US,M
2287,MI,data engineer,161000,USD,161000,US,remote,US,M
2288,MI,data engineer,118000,USD,118000,US,remote,US,M
2291,SE,data scientist,185900,USD,185900,US,onsite,US,M
2292,SE,data scientist,129300,USD,129300,US,onsite,US,M
2296,SE,data analyst,177000,USD,177000,US,onsite,US,M
2297,SE,data analyst,131000,USD,131000,US,onsite,US,M
2300,SE,data engineer,146000,USD,146000,US,onsite,US,M
2301,SE,data engineer,102000,USD,102000,US,onsite,US,M
2302,SE,data analyst,169000,USD,169000,US,onsite,US,M
2303,SE,data analyst,110600,USD,110600,US,onsite,US,M
2306,SE,data engineer,135000,USD,135000,US,onsite,US,M
2307,SE,data engineer,100000,USD,100000,US,onsite,US,M
2308,MI,data engineer,80000,USD,80000,US,onsite,US,M
2309,MI,data engineer,65000,USD,65000,US,onsite,US,M
2310,SE,data engineer,135000,USD,135000,US,onsite,US,M
2311,SE,data engineer,100000,USD,100000,US,onsite,US,M
2312,SE,data engineer,50000,GBP,61566,GB,remote,GB,M
2313,SE,data engineer,35000,GBP,43096,GB,remote,GB,M
2314,MI,data engineer,175000,USD,175000,US,remote,US,M
2315,MI,data engineer,135000,USD,135000,US,remote,US,M
2316,EN,data scientist,80000,USD,80000,US,onsite,US,M
2317,SE,data engineer,231250,USD,231250,US,remote,US,M
2318,SE,data engineer,138750,USD,138750,US,remote,US,M
2321,SE,data engineer,231250,USD,231250,US,remote,US,M
2322,SE,data engineer,138750,USD,138750,US,remote,US,M
2327,SE,data engineer,193750,USD,193750,US,remote,US,M
2328,SE,data engineer,116250,USD,116250,US,remote,US,M
2329,SE,data scientist,208000,USD,208000,US,remote,US,M
2330,SE,data scientist,127000,USD,127000,US,remote,US,M
2336,SE,data engineer,185900,USD,185900,US,onsite,US,M
2337,SE,data engineer,129300,USD,129300,US,onsite,US,M
2338,SE,data scientist,45000,EUR,47280,ES,onsite,ES,M
2339,SE,data scientist,36000,EUR,37824,ES,onsite,ES,M
2342,SE,data scientist,205000,USD,205000,US,remote,US,M
2343,SE,data scientist,185000,USD,185000,US,remote,US,M
2344,SE,data scientist,185900,USD,185900,US,onsite,US,M
2345,SE,data scientist,129300,USD,129300,US,onsite,US,M
2348,EN,data engineer,160000,USD,160000,US,onsite,US,M
2349,EN,data engineer,135000,USD,135000,US,onsite,US,M
2350,MI,data analyst,150000,USD,150000,US,onsite,US,M
2351,MI,data analyst,100000,USD,100000,US,onsite,US,M
2352,SE,data analyst,110000,USD,110000,US,onsite,US,M
2353,SE,data analyst,95000,USD,95000,US,onsite,US,M
2354,SE,data scientist,185900,USD,185900,US,onsite,US,M
2355,SE,data scientist,129300,USD,129300,US,onsite,US,M
2358,EN,data scientist,6600000,HUF,17684,HU,remote,HU,M
2360,SE,data engineer,191200,USD,191200,US,onsite,US,M
2361,SE,data engineer,130000,USD,130000,US,onsite,US,M
2362,SE,data scientist,225000,USD,225000,US,onsite,US,M
2363,SE,data scientist,156400,USD,156400,US,onsite,US,M
2364,SE,data analyst,169000,USD,169000,US,onsite,US,M
2365,SE,data analyst,110600,USD,110600,US,onsite,US,M
2370,SE,data scientist,185900,USD,185900,US,onsite,US,M
2371,SE,data scientist,129300,USD,129300,US,onsite,US,M
2372,SE,data scientist,140700,USD,140700,US,onsite,US,M
2373,SE,data scientist,93800,USD,93800,US,onsite,US,M
2374,SE,data scientist,350000,USD,350000,US,remote,US,M
2375,SE,data scientist,135000,USD,135000,US,remote,US,M
2376,SE,data analyst,115934,USD,115934,US,remote,US,M
2377,SE,data analyst,81666,USD,81666,US,remote,US,M
2384,SE,data engineer,175000,USD,175000,US,remote,US,M
2385,SE,data engineer,150000,USD,150000,US,remote,US,M
2386,SE,data analyst,154560,USD,154560,US,onsite,US,M
2387,SE,data analyst,123648,USD,123648,US,onsite,US,M
2388,SE,data analyst,130000,USD,130000,US,onsite,US,M
2389,SE,data analyst,100000,USD,100000,US,onsite,US,M
2390,MI,data engineer,170000,USD,170000,US,onsite,US,M
2391,MI,data engineer,145000,USD,145000,US,onsite,US,M
2392,SE,data engineer,135000,USD,135000,US,remote,US,M
2393,SE,data engineer,100000,USD,100000,US,remote,US,M
2394,SE,data scientist,247500,USD,247500,US,onsite,US,M
2395,SE,data scientist,172200,USD,172200,US,onsite,US,M
2396,SE,data scientist,177500,USD,177500,US,remote,US,M
2397,SE,data scientist,134000,USD,134000,US,remote,US,M
2398,SE,data scientist,185900,USD,185900,US,onsite,US,M
2399,SE,data scientist,129300,USD,129300,US,onsite,US,M
2402,SE,data analyst,130000,USD,130000,US,onsite,US,M
2403,SE,data analyst,105000,USD,105000,US,onsite,US,M
2404,SE,data engineer,179305,USD,179305,US,remote,US,M
2405,SE,data engineer,142127,USD,142127,US,remote,US,M
2406,SE,data engineer,315000,USD,315000,US,remote,US,M
2407,SE,data engineer,225000,USD,225000,US,remote,US,M
2408,SE,data scientist,243900,USD,243900,US,remote,US,M
2409,SE,data scientist,156600,USD,156600,US,remote,US,M
2410,MI,data analyst,206000,USD,206000,US,onsite,US,M
2411,MI,data analyst,160000,USD,160000,US,onsite,US,M
2412,MI,data analyst,109000,USD,109000,US,onsite,US,M
2413,MI,data analyst,79000,USD,79000,US,onsite,US,M
2414,MI,data analyst,160000,USD,160000,US,onsite,US,M
2415,MI,data analyst,109000,USD,109000,US,onsite,US,M
2416,MI,data scientist lead,85000,EUR,89306,AT,hybrid,AT,L
2417,SE,data engineer,182500,USD,182500,US,remote,US,M
2418,SE,data engineer,128500,USD,128500,US,remote,US,M
2419,MI,data engineer,160000,USD,160000,US,remote,US,M
2420,MI,data engineer,90000,USD,90000,US,remote,US,M
2423,SE,data analyst,127000,USD,127000,US,remote,US,M
2424,SE,data analyst,110000,USD,110000,US,remote,US,M
2427,SE,cloud data engineer,12000,EUR,12608,SK,remote,SK,S
2428,SE,data engineer,170000,USD,170000,US,remote,US,M
2429,SE,data engineer,140000,USD,140000,US,remote,US,M
2430,SE,data engineer,247500,USD,247500,US,onsite,US,M
2431,SE,data engineer,172200,USD,172200,US,onsite,US,M
2432,SE,data engineer,225000,USD,225000,US,onsite,US,M
2433,SE,data engineer,184100,USD,184100,US,onsite,US,M
2436,MI,data scientist,120000,USD,120000,US,remote,US,M
2437,MI,data scientist,100000,USD,100000,US,remote,US,M
2438,MI,data scientist,85000,USD,85000,US,remote,US,M
2439,MI,data scientist,78000,USD,78000,US,remote,US,M
2440,SE,data engineer,161000,USD,161000,US,remote,US,M
2441,SE,data engineer,110000,USD,110000,US,remote,US,M
2442,SE,data scientist,136000,USD,136000,US,remote,US,M
2443,SE,data scientist,104000,USD,104000,US,remote,US,M
2444,SE,data scientist,45000,EUR,47280,ES,onsite,ES,M
2445,SE,data scientist,36000,EUR,37824,ES,onsite,ES,M
2448,SE,data analyst,169000,USD,169000,US,onsite,US,M
2449,SE,data analyst,110600,USD,110600,US,onsite,US,M
2450,EN,data engineer,50000,GBP,61566,GB,remote,GB,M
2451,EN,data engineer,40000,GBP,49253,GB,remote,GB,M
2452,SE,data engineer,160000,USD,160000,US,onsite,US,M
2453,SE,data engineer,130000,USD,130000,US,onsite,US,M
2454,SE,data scientist,245000,USD,245000,US,onsite,US,M
2455,SE,data scientist,180000,USD,180000,US,onsite,US,M
2456,SE,data engineer,135000,USD,135000,US,onsite,US,M
2457,SE,data engineer,100000,USD,100000,US,onsite,US,M
2458,SE,data engineer,220000,USD,220000,US,onsite,US,M
2459,SE,data engineer,150000,USD,150000,US,onsite,US,M
2460,SE,data scientist,198440,USD,198440,US,onsite,US,L
2461,SE,data scientist,144000,USD,144000,US,onsite,US,L
2462,SE,data engineer,240000,USD,240000,US,onsite,US,M
2463,SE,data engineer,170000,USD,170000,US,onsite,US,M
2464,SE,data scientist,198440,USD,198440,US,onsite,US,M
2465,SE,data scientist,144000,USD,144000,US,onsite,US,M
2466,MI,data analyst,150000,USD,150000,US,remote,US,M
2467,MI,data analyst,100000,USD,100000,US,remote,US,M
2468,SE,data analyst,120000,USD,120000,US,onsite,US,M
2469,SE,data analyst,95000,USD,95000,US,onsite,US,M
2470,MI,data scientist,47000,GBP,57872,GB,hybrid,GB,M
2471,EN,data analyst,64000,USD,64000,US,remote,US,L
2472,EN,data scientist,38000,EUR,39925,FR,hybrid,FR,L
2475,SE,data analyst,150000,USD,150000,US,onsite,US,M
2476,SE,data analyst,127000,USD,127000,US,onsite,US,M
2477,SE,data engineer,275000,USD,275000,US,remote,US,M
2478,SE,data engineer,166000,USD,166000,US,remote,US,M
2479,SE,data scientist,159699,USD,159699,US,onsite,US,M
2480,SE,data scientist,138938,USD,138938,US,onsite,US,M
2482,SE,data analyst,166700,USD,166700,US,onsite,US,M
2483,SE,data analyst,119000,USD,119000,US,onsite,US,M
2484,SE,data analyst,130000,USD,130000,US,onsite,US,M
2485,SE,data analyst,100000,USD,100000,US,onsite,US,M
2488,SE,data analyst,80000,USD,80000,US,onsite,US,M
2489,SE,data analyst,52500,USD,52500,US,onsite,US,M
2490,SE,data engineer,236000,USD,236000,US,remote,US,M
2491,SE,data engineer,182000,USD,182000,US,remote,US,M
2492,SE,data scientist,180000,USD,180000,US,remote,US,M
2493,SE,data scientist,140000,USD,140000,US,remote,US,M
2494,SE,data scientist,225000,USD,225000,US,onsite,US,M
2495,SE,data scientist,156400,USD,156400,US,onsite,US,M
2496,SE,data analyst,135000,USD,135000,US,remote,US,M
2497,SE,data analyst,100000,USD,100000,US,remote,US,M
2502,SE,data engineer,300000,USD,300000,US,onsite,US,M
2503,SE,data engineer,130000,USD,130000,US,onsite,US,M
2504,SE,data engineer,195000,USD,195000,US,remote,US,M
2505,SE,data engineer,175000,USD,175000,US,remote,US,M
2506,SE,data engineer,155000,USD,155000,US,onsite,US,M
2507,SE,data engineer,110000,USD,110000,US,onsite,US,M
2510,SE,data engineer,170000,USD,170000,US,onsite,US,M
2511,SE,data engineer,150000,USD,150000,US,onsite,US,M
2514,SE,data engineer,97000,USD,97000,US,remote,US,M
2515,SE,data engineer,90000,USD,90000,US,remote,US,M
2516,SE,data engineer,200000,USD,200000,US,onsite,US,M
2517,SE,data engineer,160000,USD,160000,US,onsite,US,M
2520,SE,data engineer,260000,USD,260000,US,onsite,US,M
2521,SE,data engineer,180000,USD,180000,US,onsite,US,M
2524,EN,data scientist,180000,USD,180000,US,remote,US,M
2525,EN,data scientist,100000,USD,100000,US,remote,US,M
2526,MI,data analyst,80000,USD,80000,US,onsite,US,M
2527,MI,data analyst,52500,USD,52500,US,onsite,US,M
2532,SE,data scientist,175000,USD,175000,US,onsite,US,M
2533,SE,data scientist,122500,USD,122500,US,onsite,US,M
2534,SE,data engineer,171000,USD,171000,US,onsite,US,M
2535,SE,data engineer,117000,USD,117000,US,onsite,US,M
2536,SE,data scientist,202800,USD,202800,US,onsite,US,L
2537,SE,data scientist,104300,USD,104300,US,onsite,US,L
2538,SE,data analyst,48000,EUR,50432,ES,onsite,ES,M
2539,SE,data analyst,35000,EUR,36773,ES,onsite,ES,M
2540,SE,data engineer,197000,USD,197000,US,onsite,US,M
2541,SE,data engineer,99000,USD,99000,US,onsite,US,M
2542,SE,data engineer,160000,USD,160000,US,onsite,US,M
2543,SE,data engineer,110000,USD,110000,US,onsite,US,M
2544,SE,data scientist,185900,USD,185900,US,onsite,US,M
2545,SE,data scientist,129300,USD,129300,US,onsite,US,M
2546,MI,data scientist,30000,USD,30000,MX,remote,MX,L
2549,SE,data engineer,170000,USD,170000,US,onsite,US,M
2550,SE,data engineer,130000,USD,130000,US,onsite,US,M
2551,SE,data analyst,150000,USD,150000,US,onsite,US,M
2552,SE,data analyst,95000,USD,95000,US,onsite,US,M
2553,MI,data engineer,78000,USD,78000,BR,remote,BR,M
2554,MI,data engineer,42000,USD,42000,BR,remote,BR,M
2557,SE,data engineer,145000,USD,145000,US,onsite,US,M
2558,SE,data engineer,115000,USD,115000,US,onsite,US,M
2561,SE,data analyst,175950,USD,175950,US,remote,US,M
2562,SE,data analyst,130050,USD,130050,US,remote,US,M
2563,SE,data engineer,205600,USD,205600,US,onsite,US,L
2564,SE,data engineer,105700,USD,105700,US,onsite,US,L
2565,SE,data analyst,236600,USD,236600,US,remote,US,M
2566,SE,data analyst,89200,USD,89200,US,remote,US,M
2567,MI,data scientist,84000,USD,84000,BR,remote,BR,M
2568,MI,data scientist,54000,USD,54000,BR,remote,BR,M
2569,EN,data scientist,80000,USD,80000,US,remote,US,L
2570,SE,marketing data analyst,200000,USD,200000,GB,remote,GB,S
2571,EN,data scientist,96000,CAD,73742,CA,remote,CA,L
2573,EN,data scientist,27000,GBP,33246,GB,hybrid,GB,L
2574,SE,data engineer,185900,USD,185900,US,onsite,US,M
2575,SE,data engineer,129300,USD,129300,US,onsite,US,M
2576,SE,data analyst,169000,USD,169000,US,onsite,US,M
2577,SE,data analyst,110600,USD,110600,US,onsite,US,M
2579,MI,data engineer,100000,AUD,75050,AU,hybrid,AU,L
2580,SE,data engineer,225000,USD,225000,US,onsite,US,M
2581,SE,data engineer,184100,USD,184100,US,onsite,US,M
2582,SE,data scientist,185900,USD,185900,US,onsite,US,M
2583,SE,data scientist,129300,USD,129300,US,onsite,US,M
2584,SE,data scientist,225000,USD,225000,US,onsite,US,M
2585,SE,data scientist,156400,USD,156400,US,onsite,US,M
2586,SE,data scientist,185900,USD,185900,US,onsite,US,M
2587,SE,data scientist,129300,USD,129300,US,onsite,US,M
2589,SE,product data scientist,8000,USD,8000,IN,remote,SG,L
2590,SE,data scientist,155000,USD,155000,US,remote,US,M
2591,SE,data scientist,38000,USD,38000,US,remote,US,M
2592,MI,data analyst,85000,USD,85000,US,onsite,US,M
2593,MI,data analyst,65000,USD,65000,US,onsite,US,M
2594,SE,data scientist,155000,USD,155000,US,remote,US,M
2595,SE,data scientist,38000,USD,38000,US,remote,US,M
2596,MI,data engineer,90000,GBP,110820,GB,onsite,GB,M
2597,MI,data engineer,75000,GBP,92350,GB,onsite,GB,M
2598,SE,data scientist,153600,USD,153600,US,remote,US,M
2599,SE,data scientist,106800,USD,106800,US,remote,US,M
2600,SE,data scientist,185000,USD,185000,US,remote,US,M
2601,SE,data scientist,50000,USD,50000,US,remote,US,M
2602,SE,data engineer,185900,USD,185900,US,onsite,US,M
2603,SE,data engineer,129300,USD,129300,US,onsite,US,M
2604,SE,data scientist,155000,USD,155000,US,remote,US,M
2605,SE,data scientist,38000,USD,38000,US,remote,US,M
2606,SE,data scientist,168000,USD,168000,US,remote,US,M
2607,SE,data scientist,130000,USD,130000,US,remote,US,M
2608,SE,data scientist,123400,USD,123400,US,onsite,US,M
2609,SE,data scientist,88100,USD,88100,US,onsite,US,M
2610,SE,data scientist,120000,USD,120000,US,remote,US,S
2611,SE,data scientist,55000,USD,55000,US,remote,US,S
2612,SE,data scientist,185900,USD,185900,US,onsite,US,M
2613,SE,data scientist,129300,USD,129300,US,onsite,US,M
2614,SE,data engineer,191200,USD,191200,US,onsite,US,M
2615,SE,data engineer,130000,USD,130000,US,onsite,US,M
2616,SE,data analyst,169000,USD,169000,US,onsite,US,M
2617,SE,data analyst,110600,USD,110600,US,onsite,US,M
2622,SE,data scientist,185900,USD,185900,US,onsite,US,M
2623,SE,data scientist,129300,USD,129300,US,onsite,US,M
2624,SE,data analyst,139600,USD,139600,US,onsite,US,M
2625,SE,data analyst,85700,USD,85700,US,onsite,US,M
2626,SE,data engineer,185000,USD,185000,US,remote,US,M
2627,SE,data engineer,50000,USD,50000,US,remote,US,M
2628,SE,data engineer,185900,USD,185900,US,onsite,US,M
2629,SE,data engineer,129300,USD,129300,US,onsite,US,M
2630,SE,data scientist,225000,USD,225000,US,onsite,US,M
2631,SE,data scientist,156400,USD,156400,US,onsite,US,M
2632,SE,data scientist,200000,USD,200000,US,remote,US,M
2633,SE,data scientist,175000,USD,175000,US,remote,US,M
2634,SE,data engineer,185900,USD,185900,US,onsite,US,M
2635,SE,data engineer,129300,USD,129300,US,onsite,US,M
2638,SE,data analyst,115000,USD,115000,US,remote,US,M
2639,SE,data analyst,95000,USD,95000,US,remote,US,M
2642,SE,data scientist,185000,USD,185000,US,remote,US,M
2643,SE,data scientist,50000,USD,50000,US,remote,US,M
2644,SE,data scientist,45000,EUR,47280,ES,onsite,ES,M
2645,SE,data scientist,36000,EUR,37824,ES,onsite,ES,M
2648,MI,data analyst,105000,USD,105000,US,onsite,US,M
2649,MI,data analyst,62000,USD,62000,US,onsite,US,M
2650,EN,bi data analyst,57000,USD,57000,US,remote,US,L
2651,SE,big data engineer,210000,CAD,161311,CA,hybrid,CA,M
2652,MI,data scientist,144200,USD,144200,US,remote,US,M
2653,MI,data scientist,115360,USD,115360,US,remote,US,M
2654,MI,data scientist,120000,AUD,83171,AU,onsite,AU,L
2656,SE,data engineer,70000,EUR,73546,PT,onsite,PT,M
2657,SE,data engineer,40000,EUR,42026,PT,onsite,PT,M
2658,SE,data engineer,170000,USD,170000,US,remote,US,M
2659,SE,data engineer,150000,USD,150000,US,remote,US,M
2662,MI,data scientist,108000,USD,108000,US,hybrid,US,L
2666,SE,data engineer,188700,USD,188700,US,remote,US,M
2667,SE,data engineer,160395,USD,160395,US,remote,US,M
2668,SE,data analyst,115934,USD,115934,US,remote,US,M
2669,SE,data analyst,81666,USD,81666,US,remote,US,M
2670,SE,data engineer,300000,USD,300000,US,onsite,US,M
2671,SE,data engineer,225000,USD,225000,US,onsite,US,M
2672,SE,data scientist,198440,USD,198440,US,remote,US,M
2673,SE,data scientist,144000,USD,144000,US,remote,US,M
2676,SE,data analyst,48000,EUR,50432,ES,onsite,ES,M
2677,SE,data analyst,35000,EUR,36773,ES,onsite,ES,M
2678,MI,data scientist,72000,EUR,75648,DE,remote,DE,S
2679,SE,lead data scientist,156868,USD,156868,US,remote,US,L
2681,SE,data scientist,198440,USD,198440,US,onsite,US,L
2682,SE,data scientist,144000,USD,144000,US,onsite,US,L
2688,SE,data engineer,200000,USD,200000,US,remote,US,M
2689,SE,data engineer,180000,USD,180000,US,remote,US,M
2694,SE,data engineer,165000,USD,165000,US,remote,US,M
2695,SE,data engineer,132000,USD,132000,US,remote,US,M
2698,MI,bi data analyst,65000,AUD,45050,AU,hybrid,AU,L
2699,EN,data analyst,56000,AUD,42028,AU,hybrid,AU,L
2701,SE,data engineer,178800,USD,178800,US,remote,US,L
2702,SE,data engineer,132100,USD,132100,US,remote,US,L
2703,EN,data analyst,20000,USD,20000,CR,hybrid,US,M
2706,SE,data engineer,160000,USD,160000,US,remote,US,M
2707,SE,data engineer,85000,USD,85000,US,remote,US,M
2710,EX,data engineer,187200,USD,187200,US,remote,US,M
2711,EX,data engineer,116100,USD,116100,US,remote,US,M
2712,MI,data scientist,10000,USD,10000,TR,onsite,TR,M
2713,SE,data engineer,200000,USD,200000,US,remote,US,M
2714,SE,data engineer,145000,USD,145000,US,remote,US,M
2715,SE,data engineer,229998,USD,229998,US,onsite,US,L
